Date,User_ID,Food_Item,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Meal_Type,Water_Intake (ml)
2024-03-19,508,Water,Beverages,57,3.8,73.1,8.5,9.2,24.1,855,142,Dinner,312
2024-06-07,2508,Milk,Dairy,125,3.5,40.9,33.8,1.3,10.8,605,270,Lunch,943
2024-12-07,2712,Rice,Grains,553,46.8,90.4,10.4,3.9,32.1,282,258,Dinner,193
2024-06-22,7392,Yogurt,Dairy,509,48.0,13.8,36.5,2.6,45.3,647,163,Snack,360
2024-11-21,8989,Strawberry,Fruits,292,12.4,51.7,4.8,4.3,30.1,445,80,Breakfast,532
2024-03-29,3279,Eggs,Meat,293,24.5,99.3,19.6,6.0,47.3,506,36,Breakfast,932
2024-06-26,6609,Butter,Dairy,594,42.5,42.5,10.7,5.4,48.8,675,94,Snack,310
2024-07-18,9832,Quinoa,Grains,345,29.8,49.6,22.7,1.4,44.3,498,64,Dinner,347
2024-03-19,8984,Chicken Breast,Meat,226,22.7,87.4,10.1,2.8,25.7,527,11,Snack,317
2024-07-09,9470,Grapes,Fruits,117,20.9,30.4,11.2,6.9,36.9,984,69,Snack,470
2024-05-27,6456,Water,Beverages,314,2.9,81.9,44.3,8.6,40.3,57,215,Breakfast,488
2024-03-28,1093,Chocolate,Snacks,79,43.4,23.0,26.8,3.7,47.1,445,24,Snack,432
2024-08-03,7872,Green Tea,Beverages,427,24.3,98.2,2.1,2.4,30.1,511,72,Dinner,640
2024-03-19,3313,Banana,Fruits,267,29.6,89.4,2.6,2.9,37.7,865,15,Snack,463
2024-12-24,6695,Popcorn,Snacks,422,48.0,32.2,32.8,6.6,27.8,470,160,Dinner,974
2024-11-08,3223,Orange Juice,Beverages,362,49.5,72.7,21.5,5.1,44.1,869,201,Lunch,518
2024-05-06,6405,Yogurt,Dairy,318,6.7,72.1,24.6,2.0,49.8,342,176,Snack,866
2024-02-12,5550,Popcorn,Snacks,350,44.8,35.8,27.9,9.4,25.9,60,28,Lunch,722
2024-11-22,1653,Apple,Fruits,294,35.8,54.2,42.5,6.5,11.6,79,245,Lunch,168
2024-03-24,6419,Apple,Fruits,353,46.4,50.3,47.7,1.2,20.3,136,5,Lunch,467
2024-12-03,9880,Spinach,Vegetables,416,37.2,25.5,26.2,1.3,7.7,102,282,Snack,266
2024-04-29,6473,Oats,Grains,227,15.2,29.2,30.6,3.2,47.3,567,207,Breakfast,293
2024-01-21,9270,Beef Steak,Meat,538,4.6,8.6,38.8,3.8,30.1,0,9,Breakfast,557
2024-09-25,3212,Rice,Grains,416,23.6,57.9,18.0,6.2,29.3,620,100,Snack,450
2024-05-16,8013,Nuts,Snacks,327,20.1,87.8,26.7,7.9,20.3,103,245,Lunch,808
2024-06-14,4840,Salmon,Meat,582,10.3,70.0,11.6,1.6,13.8,999,175,Dinner,672
2024-01-15,3078,Milkshake,Beverages,505,43.6,65.5,31.6,5.1,46.6,655,132,Dinner,579
2024-04-05,2438,Rice,Grains,280,20.6,70.7,39.7,1.5,29.1,956,91,Snack,948
2024-10-20,7565,Salmon,Meat,522,11.1,60.8,38.7,2.9,16.1,662,198,Snack,603
2024-05-18,4660,Cheese,Dairy,296,28.1,94.0,2.4,3.2,17.0,876,258,Lunch,604
2024-02-07,9632,Pasta,Grains,587,45.2,15.1,42.7,3.1,30.6,902,113,Dinner,427
2024-05-07,6644,Yogurt,Dairy,228,38.3,64.5,3.3,5.0,6.0,216,224,Snack,982
2024-10-22,8263,Orange Juice,Beverages,150,40.0,35.0,49.7,1.3,17.5,624,32,Snack,253
2024-08-14,9684,Spinach,Vegetables,259,45.6,42.9,17.6,5.9,1.4,649,9,Breakfast,827
2024-03-02,6916,Coffee,Beverages,548,46.0,61.6,18.6,10.0,33.5,95,244,Dinner,799
2024-06-08,4502,Popcorn,Snacks,50,34.3,99.5,3.4,0.7,48.7,600,97,Snack,510
2024-09-27,5615,Water,Beverages,154,26.0,78.1,28.9,2.7,45.5,585,28,Lunch,534
2024-09-12,6310,Salmon,Meat,316,23.7,11.0,37.1,8.9,41.4,246,280,Dinner,578
2024-06-02,320,Salmon,Meat,364,33.8,88.6,8.6,8.0,29.8,843,248,Breakfast,270
2024-05-10,2193,Yogurt,Dairy,221,7.7,33.6,27.6,4.1,10.8,160,172,Lunch,907
2024-12-26,9204,Carrot,Vegetables,166,29.0,79.0,19.6,3.2,1.4,812,222,Dinner,600
2024-02-29,3933,Green Tea,Beverages,551,47.4,58.8,24.4,5.0,29.4,715,142,Breakfast,195
2024-11-14,1471,Chocolate,Snacks,567,44.7,20.6,7.2,6.0,27.5,519,56,Lunch,253
2024-12-14,9502,Chicken Breast,Meat,295,31.3,92.7,8.9,9.4,47.2,350,41,Breakfast,474
2024-02-01,6612,Quinoa,Grains,320,11.9,16.4,7.7,6.5,19.8,809,279,Snack,767
2024-05-11,2254,Milkshake,Beverages,91,24.4,42.2,22.5,2.5,5.6,60,109,Lunch,411
2024-12-14,5181,Grapes,Fruits,378,20.9,11.1,25.1,7.9,46.7,657,177,Lunch,299
2024-06-29,5046,Coffee,Beverages,453,46.2,63.0,16.2,3.0,30.7,41,254,Lunch,419
2024-07-03,6697,Milk,Dairy,106,43.3,25.9,47.2,9.3,2.7,523,218,Dinner,584
2024-07-03,6367,Chocolate,Snacks,153,15.7,61.9,38.1,3.7,23.3,836,174,Dinner,349
2024-05-28,7390,Grapes,Fruits,158,42.0,36.4,43.8,4.4,2.1,489,54,Snack,751
2024-09-19,8305,Popcorn,Snacks,509,33.8,67.9,26.9,3.4,25.5,115,77,Dinner,192
2024-11-14,58,Chicken Breast,Meat,328,1.8,39.8,7.1,4.3,48.0,409,93,Snack,225
2024-03-02,5205,Water,Beverages,70,31.4,10.8,21.3,9.2,35.2,664,137,Dinner,671
2024-04-03,7551,Nuts,Snacks,373,1.2,6.4,32.0,2.2,21.4,495,125,Lunch,577
2024-05-22,2598,Grapes,Fruits,131,9.7,39.8,30.2,4.6,2.9,763,15,Dinner,551
2024-02-13,3944,Strawberry,Fruits,136,12.2,42.4,10.9,7.3,40.0,282,48,Snack,422
2024-09-13,5717,Spinach,Vegetables,534,34.2,30.8,19.6,6.3,15.4,652,154,Breakfast,671
2024-09-08,5739,Broccoli,Vegetables,75,17.3,42.5,6.6,6.5,13.7,818,127,Snack,141
2024-03-17,5852,Coffee,Beverages,593,24.9,38.4,17.0,6.5,18.4,892,52,Lunch,389
2024-10-25,6444,Potato,Vegetables,218,36.5,31.8,46.8,0.4,47.1,571,23,Snack,293
2024-09-01,9202,Pork Chop,Meat,182,48.4,11.9,26.9,4.7,47.1,32,200,Lunch,526
2024-07-20,6331,Chocolate,Snacks,127,37.1,24.9,13.7,5.4,14.1,950,129,Lunch,802
2024-10-13,6018,Nuts,Snacks,345,1.1,68.5,25.3,0.7,4.3,610,165,Dinner,515
2024-12-10,8530,Chicken Breast,Meat,391,34.3,32.8,2.9,6.0,14.6,435,22,Snack,241
2024-11-15,2991,Coffee,Beverages,439,19.0,10.1,8.4,5.3,33.7,754,300,Breakfast,472
2024-07-12,4384,Apple,Fruits,124,10.4,96.8,42.6,4.5,7.0,616,4,Lunch,940
2024-10-11,4381,Cheese,Dairy,600,17.6,58.7,45.3,7.3,34.3,594,42,Dinner,613
2024-04-30,2806,Chips,Snacks,260,2.5,45.6,5.3,7.7,28.2,253,131,Snack,408
2024-12-24,6246,Bread,Grains,237,31.6,67.7,20.5,2.7,10.5,793,135,Snack,870
2024-03-07,1000,Spinach,Vegetables,388,24.4,27.5,25.2,0.5,28.6,922,245,Breakfast,699
2024-03-23,5235,Pork Chop,Meat,259,37.1,22.1,35.5,3.9,27.5,220,3,Snack,964
2024-03-09,5381,Oats,Grains,194,40.7,98.9,33.0,6.5,3.2,412,45,Breakfast,609
2024-02-04,1681,Broccoli,Vegetables,167,4.2,81.3,22.9,0.9,13.6,172,257,Snack,353
2024-10-19,443,Green Tea,Beverages,348,11.8,93.8,4.1,5.4,15.1,641,112,Lunch,972
2024-01-19,1887,Yogurt,Dairy,424,4.0,14.1,15.6,6.1,13.3,787,10,Dinner,866
2024-06-27,7833,Rice,Grains,185,12.1,64.0,10.4,2.9,19.1,182,300,Breakfast,955
2024-06-22,4573,Grapes,Fruits,301,44.0,6.4,12.6,3.9,5.9,360,266,Snack,328
2024-04-03,298,Popcorn,Snacks,406,27.2,6.5,32.3,0.2,9.9,945,52,Lunch,337
2024-03-27,3117,Milk,Dairy,84,47.0,93.0,34.7,7.9,0.7,830,144,Breakfast,721
2024-06-20,4584,Orange Juice,Beverages,470,45.5,14.6,36.8,0.8,25.6,832,83,Dinner,694
2024-01-21,9453,Grapes,Fruits,162,25.7,35.7,6.3,7.7,16.8,207,166,Lunch,200
2024-07-10,428,Carrot,Vegetables,547,29.9,45.9,18.2,2.1,2.6,247,20,Snack,276
2024-01-02,647,Oats,Grains,122,2.5,87.1,23.5,5.5,34.1,519,68,Lunch,254
2024-10-26,2108,Tomato,Vegetables,507,13.9,12.8,26.7,0.4,22.2,187,236,Snack,194
2024-08-15,7530,Quinoa,Grains,199,3.2,68.7,36.2,8.9,36.6,841,295,Breakfast,823
2024-11-18,7850,Chicken Breast,Meat,269,35.7,28.1,34.7,5.2,30.1,903,257,Breakfast,656
2024-09-02,9118,Nuts,Snacks,420,28.8,75.8,20.4,9.5,31.4,957,37,Dinner,860
2024-06-07,2238,Orange Juice,Beverages,576,44.2,25.2,9.7,6.2,14.5,362,231,Snack,344
2024-11-11,9743,Popcorn,Snacks,141,43.2,59.4,14.7,8.8,5.9,256,41,Dinner,179
2024-07-26,8123,Carrot,Vegetables,180,12.5,52.3,8.8,8.2,33.2,848,205,Breakfast,106
2024-08-15,1340,Chocolate,Snacks,362,36.8,90.9,49.6,2.6,21.9,445,241,Breakfast,398
2024-03-02,8091,Chicken Breast,Meat,306,31.4,38.8,24.4,5.5,30.0,951,285,Lunch,146
2024-01-09,1491,Nuts,Snacks,117,22.6,67.0,5.1,3.3,13.4,244,200,Breakfast,764
2024-10-05,5903,Tomato,Vegetables,561,31.6,90.3,29.7,7.1,9.9,254,220,Lunch,605
2024-07-24,1209,Chocolate,Snacks,516,11.1,8.4,3.2,2.3,13.2,744,255,Snack,395
2024-06-23,6719,Green Tea,Beverages,357,42.9,19.4,25.6,3.8,4.8,303,33,Breakfast,379
2024-12-26,1860,Coffee,Beverages,600,24.4,79.3,5.7,6.0,45.3,590,84,Snack,744
2024-04-30,2828,Paneer,Dairy,502,23.1,46.7,27.0,3.9,22.3,43,291,Lunch,235
2024-05-13,6068,Coffee,Beverages,341,27.9,32.1,7.9,6.3,48.6,514,235,Breakfast,770
2024-04-05,4745,Carrot,Vegetables,323,31.7,19.1,25.4,3.9,17.1,455,109,Breakfast,444
2024-02-04,1164,Coffee,Beverages,173,31.5,15.9,19.7,0.7,19.7,795,262,Breakfast,146
2024-10-07,3504,Oats,Grains,450,31.1,12.9,19.0,2.0,33.1,606,77,Breakfast,109
2024-09-03,5534,Orange,Fruits,391,17.8,17.0,11.2,7.3,10.8,654,138,Dinner,132
2024-11-01,3221,Salmon,Meat,50,2.3,77.6,39.0,0.3,23.9,725,9,Lunch,832
2024-03-19,4597,Milk,Dairy,478,44.1,91.8,7.2,9.2,8.7,507,68,Dinner,573
2024-05-15,8494,Tomato,Vegetables,285,37.3,88.8,42.0,4.3,21.5,218,227,Lunch,581
2024-11-17,6922,Chicken Breast,Meat,166,47.3,58.6,49.5,7.6,33.0,273,284,Snack,494
2024-12-21,4430,Butter,Dairy,461,3.5,66.2,23.6,4.6,3.5,223,40,Breakfast,930
2024-12-06,5140,Oats,Grains,426,38.2,15.8,6.0,5.0,29.3,805,292,Dinner,701
2024-08-21,30,Pork Chop,Meat,460,48.7,79.3,27.7,3.9,17.5,957,210,Dinner,457
2024-09-16,2485,Coffee,Beverages,70,1.6,44.1,30.8,1.7,47.2,685,265,Snack,859
2024-06-05,3826,Nuts,Snacks,596,3.1,99.3,12.7,6.0,12.5,664,130,Snack,296
2024-03-12,1607,Broccoli,Vegetables,403,23.2,21.0,20.4,3.3,25.6,287,281,Breakfast,246
2024-01-30,1662,Quinoa,Grains,75,38.2,68.6,48.1,7.0,1.5,980,168,Snack,565
2024-09-16,7221,Popcorn,Snacks,576,22.1,63.0,1.5,3.3,39.9,99,225,Breakfast,990
2024-07-26,2658,Paneer,Dairy,225,21.0,49.7,47.8,4.6,33.3,395,230,Snack,399
2024-02-18,7525,Quinoa,Grains,240,16.5,43.2,23.9,3.4,2.9,212,241,Lunch,674
2024-09-04,3329,Popcorn,Snacks,595,14.5,37.3,20.4,6.0,0.2,727,250,Snack,643
2024-01-30,3998,Chicken Breast,Meat,54,12.0,27.2,18.2,4.6,43.8,47,148,Dinner,355
2024-06-28,6025,Yogurt,Dairy,72,18.6,52.1,43.7,7.8,47.6,428,290,Snack,366
2024-02-02,6585,Milkshake,Beverages,465,44.4,63.7,49.3,8.2,32.0,711,268,Lunch,578
2024-11-16,1638,Beef Steak,Meat,567,36.5,66.2,25.5,0.6,31.4,370,294,Snack,305
2024-02-24,3960,Popcorn,Snacks,215,18.0,89.2,15.9,6.6,32.5,412,101,Snack,425
2024-03-31,3567,Orange,Fruits,567,33.5,45.0,46.4,9.5,33.5,483,124,Lunch,583
2024-09-25,3040,Orange Juice,Beverages,502,23.7,11.2,4.8,7.7,34.6,614,106,Snack,608
2024-07-04,6452,Popcorn,Snacks,474,14.0,7.9,33.3,9.5,33.1,218,260,Breakfast,954
2024-04-25,8169,Nuts,Snacks,303,38.9,99.4,13.6,6.0,28.2,468,250,Lunch,561
2024-05-10,6884,Paneer,Dairy,397,48.5,74.7,46.8,5.0,0.7,151,177,Breakfast,596
2024-02-07,8789,Oats,Grains,101,8.8,34.9,37.2,1.9,39.1,294,17,Breakfast,385
2024-03-15,5798,Strawberry,Fruits,338,35.9,19.8,18.3,2.9,31.9,574,271,Breakfast,720
2024-09-10,6486,Beef Steak,Meat,541,18.6,74.3,20.3,6.9,19.2,845,123,Snack,227
2024-01-22,2386,Green Tea,Beverages,502,8.6,66.9,38.6,4.6,30.1,127,47,Dinner,763
2024-02-12,4102,Milkshake,Beverages,293,31.0,69.0,46.3,1.0,22.3,77,6,Lunch,204
2024-10-25,4613,Water,Beverages,164,41.8,23.9,38.6,5.2,5.1,168,136,Breakfast,645
2024-09-19,4930,Oats,Grains,161,18.1,72.8,35.4,2.4,30.2,760,142,Lunch,748
2024-02-13,879,Eggs,Meat,263,4.5,54.8,23.9,3.8,45.9,558,279,Breakfast,317
2024-09-18,7574,Broccoli,Vegetables,86,9.9,10.6,30.0,4.6,1.6,714,291,Snack,565
2024-09-13,9420,Grapes,Fruits,564,16.4,87.9,7.8,6.1,11.0,573,164,Dinner,453
2024-09-08,3721,Tomato,Vegetables,53,36.7,69.9,10.3,0.1,28.2,607,150,Snack,764
2024-11-11,8962,Water,Beverages,389,16.1,57.6,34.7,9.2,41.9,234,229,Dinner,859
2024-08-16,8682,Yogurt,Dairy,594,9.1,16.6,2.1,3.8,46.7,837,97,Dinner,650
2024-10-18,4190,Strawberry,Fruits,198,34.1,17.4,20.9,9.4,42.4,825,52,Breakfast,405
2024-10-10,5511,Milk,Dairy,494,42.7,31.9,30.5,7.5,17.1,270,70,Lunch,623
2024-10-29,9522,Orange Juice,Beverages,84,35.6,63.5,6.2,5.0,49.6,629,115,Dinner,951
2024-10-20,2283,Potato,Vegetables,525,3.8,64.3,44.4,4.9,45.6,486,112,Dinner,546
2024-04-14,9680,Chips,Snacks,499,36.3,60.5,34.4,7.9,37.2,870,54,Lunch,631
2024-04-06,5751,Strawberry,Fruits,549,38.0,58.1,37.5,1.0,17.2,237,104,Lunch,958
2024-07-24,9135,Coffee,Beverages,371,27.1,33.6,28.9,2.7,7.1,983,222,Dinner,202
2024-03-20,8145,Apple,Fruits,436,45.5,26.9,5.5,9.5,30.9,202,62,Lunch,157
2024-10-11,2519,Banana,Fruits,298,17.5,73.8,19.5,7.9,17.2,21,287,Snack,931
2024-09-18,6417,Pork Chop,Meat,424,15.1,71.4,13.2,8.7,39.6,233,247,Lunch,689
2024-04-07,9611,Nuts,Snacks,202,5.2,41.0,23.5,6.9,11.1,151,244,Snack,263
2024-03-12,7604,Strawberry,Fruits,406,47.6,68.4,1.7,1.7,3.6,646,25,Snack,827
2024-12-11,885,Spinach,Vegetables,499,45.7,8.6,19.0,5.7,27.9,221,153,Breakfast,217
2024-07-29,4542,Grapes,Fruits,120,42.4,75.7,3.8,6.5,2.4,697,143,Snack,760
2024-01-07,8277,Pasta,Grains,259,25.9,98.5,44.6,6.4,9.8,780,39,Snack,288
2024-01-16,9199,Beef Steak,Meat,452,2.9,67.5,20.1,2.0,16.3,866,154,Breakfast,388
2024-03-04,3825,Salmon,Meat,366,38.9,80.6,37.9,7.6,14.4,916,56,Snack,860
2024-11-17,9920,Rice,Grains,167,17.6,40.8,40.4,0.7,16.2,456,74,Dinner,622
2024-10-23,8265,Potato,Vegetables,316,48.0,87.1,23.4,9.4,21.2,27,272,Snack,638
2024-07-21,7201,Coffee,Beverages,334,35.1,74.3,34.4,9.1,27.5,669,63,Snack,464
2024-11-02,2199,Pork Chop,Meat,426,13.8,36.3,27.9,6.2,35.7,686,93,Lunch,919
2024-02-21,3347,Milkshake,Beverages,218,10.8,72.3,11.0,4.6,15.1,631,258,Breakfast,872
2024-12-14,7775,Banana,Fruits,422,35.5,77.3,10.9,1.0,5.3,430,150,Snack,542
2024-05-25,1913,Orange Juice,Beverages,244,4.7,41.9,5.0,6.3,2.5,651,25,Lunch,463
2024-05-11,9184,Beef Steak,Meat,592,39.5,7.7,36.7,4.4,27.8,86,187,Lunch,728
2024-07-10,2219,Rice,Grains,184,30.1,20.9,20.6,1.0,13.0,754,193,Snack,192
2024-12-18,1485,Green Tea,Beverages,291,38.5,29.9,11.4,0.1,31.6,749,0,Breakfast,923
2024-09-25,9146,Tomato,Vegetables,557,31.8,90.3,7.4,8.4,24.7,89,133,Dinner,620
2024-09-19,9813,Yogurt,Dairy,413,2.3,24.4,32.9,7.3,43.5,517,252,Breakfast,114
2024-03-11,8893,Beef Steak,Meat,275,6.8,38.8,16.7,5.0,13.7,236,126,Breakfast,101
2024-04-28,7821,Orange,Fruits,239,20.3,46.5,32.0,3.2,2.1,964,89,Breakfast,386
2024-09-13,7696,Spinach,Vegetables,326,32.9,85.6,3.3,5.3,26.9,308,196,Dinner,502
2024-02-14,2674,Cookies,Snacks,535,33.6,46.1,26.0,7.7,5.1,932,261,Snack,140
2024-05-10,63,Pasta,Grains,401,28.7,95.1,25.4,1.0,24.1,231,244,Lunch,461
2024-08-11,6413,Green Tea,Beverages,425,46.9,57.0,44.9,4.6,6.2,890,145,Snack,554
2024-04-04,2951,Strawberry,Fruits,103,16.8,11.9,45.2,0.1,48.5,182,215,Snack,786
2024-11-26,6236,Pork Chop,Meat,579,40.9,91.6,10.2,4.4,5.2,675,299,Dinner,707
2024-10-04,2971,Coffee,Beverages,407,17.9,65.1,4.7,2.5,16.1,589,136,Lunch,395
2024-01-04,5821,Chocolate,Snacks,385,30.6,29.8,12.6,6.1,9.6,614,79,Snack,432
2024-02-11,9809,Orange Juice,Beverages,459,29.9,99.6,47.1,2.0,4.1,158,215,Lunch,369
2024-11-23,4100,Cheese,Dairy,230,2.3,99.8,26.3,3.2,12.9,193,248,Breakfast,333
2024-01-24,2041,Cheese,Dairy,298,48.4,15.1,33.2,5.1,40.4,583,140,Snack,806
2024-10-01,3635,Milkshake,Beverages,316,43.6,80.6,48.2,8.7,46.5,622,87,Breakfast,820
2024-11-06,8717,Salmon,Meat,562,26.0,87.2,25.6,4.7,41.1,683,194,Dinner,571
2024-02-22,1330,Beef Steak,Meat,547,22.0,78.0,20.1,6.7,39.2,142,227,Snack,500
2024-09-16,8481,Spinach,Vegetables,166,20.5,17.6,23.4,2.1,11.0,400,169,Snack,276
2024-04-18,4898,Broccoli,Vegetables,215,20.0,47.3,41.6,8.7,6.6,833,264,Snack,251
2024-01-18,4686,Rice,Grains,101,37.6,46.0,15.6,0.3,45.7,470,97,Breakfast,550
2024-11-06,1707,Yogurt,Dairy,437,5.6,68.6,1.6,2.9,18.5,340,35,Breakfast,821
2024-11-20,4821,Bread,Grains,522,15.6,65.5,8.1,0.2,38.2,483,251,Dinner,960
2024-08-04,6904,Bread,Grains,68,20.6,72.3,26.6,0.5,31.2,256,287,Breakfast,190
2024-02-05,8589,Rice,Grains,555,1.9,69.2,8.6,5.9,5.2,594,225,Snack,687
2024-08-19,5894,Orange Juice,Beverages,561,22.2,26.9,3.5,9.1,42.3,188,145,Dinner,145
2024-03-26,2089,Grapes,Fruits,233,21.4,95.7,37.7,4.4,18.6,232,214,Breakfast,619
2024-03-04,2045,Cookies,Snacks,588,32.4,71.9,22.5,4.6,49.8,664,24,Lunch,539
2024-03-18,9322,Pork Chop,Meat,470,26.7,48.7,20.3,7.7,30.3,173,75,Dinner,878
2024-09-10,9516,Eggs,Meat,340,33.0,63.6,15.8,5.5,15.2,157,162,Breakfast,189
2024-04-24,284,Cheese,Dairy,303,25.9,29.7,8.7,0.3,5.5,625,70,Breakfast,690
2024-05-26,9187,Cheese,Dairy,136,47.9,33.5,49.5,0.9,8.8,762,13,Snack,816
2024-12-19,1939,Water,Beverages,189,27.9,89.5,46.4,8.7,39.3,154,53,Snack,142
2024-11-06,5122,Popcorn,Snacks,243,3.1,15.6,31.7,8.3,18.7,607,179,Dinner,704
2024-08-10,5084,Chicken Breast,Meat,89,2.4,56.5,16.4,1.7,23.4,971,175,Snack,103
2024-06-12,4336,Chicken Breast,Meat,326,10.7,25.2,38.6,9.2,48.9,235,203,Breakfast,622
2024-01-19,3538,Cookies,Snacks,191,3.7,49.4,16.7,0.3,19.8,48,197,Snack,314
2024-03-13,3077,Milk,Dairy,71,1.9,24.8,32.9,1.9,20.0,343,265,Breakfast,844
2024-01-23,1533,Orange Juice,Beverages,313,38.4,43.1,38.2,2.1,27.3,85,61,Lunch,650
2024-03-15,4835,Eggs,Meat,339,20.3,86.7,1.3,5.7,27.8,924,176,Snack,793
2024-09-02,5173,Yogurt,Dairy,219,14.4,6.9,25.2,5.5,20.3,293,61,Breakfast,241
2024-01-08,6490,Grapes,Fruits,357,37.6,51.8,43.0,2.9,23.3,328,237,Lunch,795
2024-08-06,8543,Pork Chop,Meat,178,34.9,6.4,26.9,6.5,7.7,349,42,Snack,876
2024-11-30,9607,Tomato,Vegetables,457,47.0,92.4,47.7,7.1,18.4,152,222,Lunch,356
2024-09-11,7018,Grapes,Fruits,244,9.6,12.6,28.1,3.8,14.0,930,276,Breakfast,858
2024-06-30,434,Banana,Fruits,470,28.5,27.0,22.7,5.7,10.6,126,2,Lunch,354
2024-02-05,8019,Milk,Dairy,490,10.6,27.1,39.7,9.5,38.6,567,10,Dinner,383
2024-06-04,8135,Green Tea,Beverages,259,36.8,73.1,19.7,3.7,30.4,907,65,Lunch,735
2024-08-15,542,Coffee,Beverages,303,10.1,84.0,7.1,0.1,37.8,362,26,Dinner,940
2024-05-17,1732,Grapes,Fruits,58,20.1,76.7,22.9,9.3,31.1,683,18,Dinner,800
2024-08-25,5449,Potato,Vegetables,592,40.7,38.1,10.9,7.5,20.4,0,28,Snack,364
2024-10-16,8085,Butter,Dairy,155,35.0,41.2,3.7,4.4,10.8,697,169,Dinner,591
2024-04-16,5929,Quinoa,Grains,526,48.2,29.0,49.4,7.0,20.1,456,28,Snack,133
2024-11-24,4404,Grapes,Fruits,537,22.8,35.3,22.7,1.9,29.6,555,300,Dinner,430
2024-12-19,3475,Green Tea,Beverages,180,49.6,31.9,19.0,7.2,34.7,579,202,Lunch,474
2024-06-29,459,Pork Chop,Meat,376,45.2,5.7,24.4,7.6,47.5,566,144,Snack,666
2024-03-29,1987,Eggs,Meat,356,43.2,39.8,2.3,2.5,41.3,723,194,Snack,828
2024-08-08,2191,Cookies,Snacks,258,36.4,76.5,21.6,9.9,3.9,538,227,Breakfast,507
2024-07-04,5603,Apple,Fruits,78,45.2,63.3,43.4,6.5,30.8,297,205,Lunch,789
2024-04-23,2714,Coffee,Beverages,566,21.7,84.9,40.8,8.1,15.8,22,190,Lunch,833
2024-12-22,3810,Nuts,Snacks,88,23.8,55.9,47.7,7.9,2.8,786,223,Breakfast,364
2024-04-30,6366,Strawberry,Fruits,484,16.3,21.7,9.1,2.3,46.8,27,176,Snack,366
2024-06-08,3883,Coffee,Beverages,425,17.7,96.4,29.0,3.2,0.2,676,73,Dinner,344
2024-04-18,9066,Yogurt,Dairy,588,41.0,51.5,7.0,4.7,20.6,54,26,Snack,378
2024-01-16,1985,Grapes,Fruits,209,45.7,50.2,12.3,7.4,28.2,270,244,Lunch,446
2024-09-27,1592,Cheese,Dairy,416,11.2,48.9,29.7,9.8,38.3,763,276,Lunch,334
2024-07-22,6415,Apple,Fruits,538,40.6,87.5,24.4,8.9,11.1,223,233,Lunch,726
2024-01-22,6194,Tomato,Vegetables,270,24.4,65.5,12.2,4.3,29.3,642,265,Breakfast,234
2024-08-18,9678,Apple,Fruits,292,6.1,82.3,27.8,0.8,7.4,49,210,Breakfast,406
2024-09-08,619,Pork Chop,Meat,522,23.5,47.3,21.7,2.2,35.0,320,248,Lunch,378
2024-05-17,648,Apple,Fruits,61,8.6,17.6,31.0,0.6,0.6,252,77,Breakfast,225
2024-09-13,1390,Broccoli,Vegetables,575,20.7,41.8,25.0,8.1,0.8,561,196,Snack,224
2024-04-08,5414,Coffee,Beverages,160,1.9,21.6,15.6,4.2,1.0,670,252,Breakfast,723
2024-09-07,1260,Popcorn,Snacks,570,22.0,27.5,40.2,8.3,32.4,459,292,Lunch,541
2024-02-13,2972,Popcorn,Snacks,585,15.1,61.8,30.2,1.2,25.9,38,31,Lunch,855
2024-06-26,6786,Paneer,Dairy,495,39.6,77.3,15.5,9.6,43.9,893,69,Snack,899
2024-01-15,3171,Milk,Dairy,72,18.6,74.5,20.6,8.1,12.7,703,47,Dinner,696
2024-11-19,9465,Cheese,Dairy,404,8.6,5.9,16.6,6.8,35.6,323,257,Lunch,116
2024-12-25,5041,Orange Juice,Beverages,204,40.4,72.8,39.0,8.7,47.9,817,102,Snack,930
2024-04-21,7941,Chips,Snacks,426,24.3,58.3,9.1,5.5,39.6,7,295,Dinner,287
2024-01-11,3609,Cheese,Dairy,165,19.3,88.7,6.2,0.3,12.1,878,9,Lunch,492
2024-07-18,7024,Salmon,Meat,574,9.9,88.5,27.4,5.0,17.1,273,99,Lunch,569
2024-08-10,3755,Water,Beverages,549,36.0,50.6,32.9,6.6,17.8,919,4,Lunch,226
2024-11-08,7871,Oats,Grains,239,34.5,10.0,11.5,9.2,19.7,105,276,Snack,333
2024-04-26,5529,Milk,Dairy,80,10.2,38.5,37.3,4.3,25.8,602,296,Snack,948
2024-09-22,685,Orange,Fruits,368,3.8,26.5,33.0,7.3,10.3,601,241,Dinner,734
2024-03-07,61,Pasta,Grains,561,7.7,49.7,34.7,8.9,46.7,770,186,Snack,888
2024-06-20,1797,Chips,Snacks,276,16.3,68.3,9.4,2.5,30.6,72,72,Dinner,314
2024-05-24,5552,Pasta,Grains,78,46.2,73.4,16.1,2.0,24.7,274,155,Snack,930
2024-09-11,4163,Grapes,Fruits,467,22.2,94.7,15.5,5.8,33.6,72,134,Dinner,134
2024-07-22,3480,Bread,Grains,573,22.7,9.5,42.1,6.3,43.4,880,217,Snack,410
2024-04-29,104,Milkshake,Beverages,459,46.7,5.1,17.7,6.5,9.2,910,121,Dinner,458
2024-05-15,6054,Nuts,Snacks,449,46.2,20.2,48.3,9.9,36.5,941,31,Snack,491
